resourceId;rs;difficulty_rank;question;explanation;errorRate;responseTime;answers
4128;774;2;"[[""latex"",""\\frac{24}{x}+6=0""],[""latex"",""x = "",{""inline"":1}],[""input"",{""answer"":[""-4""],""style"":""inline""}]]";"[[""latex"",""\\frac{24}{x}+6=0""],[""text"",""Nejprve stanovíme podmínky. Výraz ve jmenovateli se nesmí rovnat 0.""],[""latex"",""x\\neq 0""],[""text"",""Odečteme 6 od obou stran rovnice.""],[""latex"",""\\frac{24}{x}=-6""],[""textlatex"",""Celou rovnici vynásobíme $x$.""],[""latex"",""24=-6x""],[""text"",""Vydělíme obě strany rovnice číslem -6.""],[""latex"",""4=x""]]";0.47;25925;1421
4129;774;2;"[[""latex"",""\\frac{12}{x}=\\frac{4}{3}""],[""latex"",""x = "",{""inline"":1}],[""input"",{""answer"":[""9""],""style"":""inline""}]]";"[[""latex"",""\\frac{12}{x}=\\frac{4}{3}""],[""text"",""Nejprve stanovíme podmínky. Výraz ve jmenovateli se nesmí rovnat 0.""],[""latex"",""x\\neq 0""],[""textlatex"",""Celou rovnici vynásobíme společným jmenovatelem $3x$.""],[""latex"",""36=4x""],[""text"",""Vydělíme obě strany rovnice číslem 4.""],[""latex"",""9=x""]]";0.37;25300;1445
4130;774;2;"[[""latex"",""\\frac{9}{2}=\\frac{36}{x}""],[""latex"",""x = "",{""inline"":1}],[""input"",{""answer"":[""8""],""style"":""inline""}]]";"[[""latex"",""\\frac{9}{2}=\\frac{36}{x}""],[""text"",""Nejprve stanovíme podmínky. Výraz ve jmenovateli se nesmí rovnat 0.""],[""latex"",""x\\neq 0""],[""textlatex"",""Celou rovnici vynásobíme společným jmenovatelem $2x$.""],[""latex"",""9x=72""],[""text"",""Vydělíme obě strany rovnice číslem 9.""],[""latex"",""x=8""]]";0.36;27400;1459
4131;774;2;"[[""latex"",""4+\\frac{9}{x}=1""],[""latex"",""x = "",{""inline"":1}],[""input"",{""answer"":[""-3""],""style"":""inline""}]]";"[[""latex"",""4+\\frac{9}{x}=1""],[""text"",""Nejprve stanovíme podmínky. Výraz ve jmenovateli se nesmí rovnat 0.""],[""latex"",""x\\neq 0""],[""text"",""Odečteme 4 od obou stran rovnice.""],[""latex"",""\\frac{9}{x}=-3""],[""textlatex"",""Celou rovnici vynásobíme $x$.""],[""latex"",""9=-3x""],[""text"",""Vydělíme obě strany rovnice číslem -3.""],[""latex"",""-3=x""]]";0.5;28787;1444
4132;774;2;"[[""latex"",""\\frac{18}{x}+\\frac{6}{5}=0""],[""latex"",""x = "",{""inline"":1}],[""input"",{""answer"":[""-15""],""style"":""inline""}]]";"[[""latex"",""\\frac{18}{x}+\\frac{6}{5}=0""],[""text"",""Nejprve stanovíme podmínky. Výraz ve jmenovateli se nesmí rovnat 0.""],[""latex"",""x\\neq 0""],[""textlatex"",""Celou rovnici vynásobíme společným jmenovatelem $5x$.""],[""latex"",""90+6x=0""],[""textlatex"",""Odečteme $6x$ od obou stran rovnice.""],[""latex"",""90=-6x""],[""text"",""Vydělíme obě strany rovnice číslem -6.""],[""latex"",""-15=x""]]";0.62;47700;1433
4133;774;2;"[[""latex"",""\\frac{15}{x}-\\frac{3}{2}=0""],[""latex"",""x = "",{""inline"":1}],[""input"",{""answer"":[""10""],""style"":""inline""}]]";"[[""latex"",""\\frac{15}{x}-\\frac{3}{2}=0""],[""text"",""Nejprve stanovíme podmínky. Výraz ve jmenovateli se nesmí rovnat 0.""],[""latex"",""x\\neq 0""],[""textlatex"",""Celou rovnici vynásobíme společným jmenovatelem $2x$.""],[""latex"",""30-3x=0""],[""textlatex"",""Přičteme $3x$ k oběma stranám rovnice.""],[""latex"",""30=3x""],[""text"",""Vydělíme obě strany rovnice číslem 3.""],[""latex"",""10=x""]]";0.45;30300;1434
4134;774;2;"[[""latex"",""\\frac{15}{x}+\\frac{1}{4}=1""],[""latex"",""x = "",{""inline"":1}],[""input"",{""answer"":[""20""],""style"":""inline""}]]";"[[""latex"",""\\frac{15}{x}+\\frac{1}{4}=1""],[""text"",""Nejprve stanovíme podmínky. Výraz ve jmenovateli se nesmí rovnat 0.""],[""latex"",""x\\neq 0""],[""textlatex"",""Celou rovnici vynásobíme společným jmenovatelem $4x$.""],[""latex"",""60+x=4x""],[""textlatex"",""Odečteme $x$ od obou stran rovnice.""],[""latex"",""60=3x""],[""text"",""Vydělíme obě strany rovnice číslem 3.""],[""latex"",""20=x""]]";0.61;45700;1428
4135;778;2;"[[""latex"",""x+y=5""],[""latex"",""x = "",{""inline"":1}],[""input"",{""answer"":[""5-y"",""-y+5""],""style"":""inline""}]]";;0.45;12450;1620
4136;778;2;"[[""latex"",""b=3-a""],[""latex"",""a = "",{""inline"":1}],[""input"",{""answer"":[""3-b"",""-b+3""],""style"":""inline""}]]";;0.49;16850;1353
4137;778;3;"[[""latex"",""y=1+x""],[""latex"",""x = "",{""inline"":1}],[""input"",{""answer"":[""y-1"",""-1+y""],""style"":""inline""}]]";;0.45;13951;1014
4138;778;2;"[[""latex"",""2m+n=m-n""],[""latex"",""m = "",{""inline"":1}],[""input"",{""answer"":[""-2n"",""0-2n""],""style"":""inline""}]]";;0.67;23566;1403
4139;778;2;"[[""latex"",""x+y=x-y""],[""latex"",""y = "",{""inline"":1}],[""input"",{""answer"":[""0""],""style"":""inline""}]]";;0.56;19900;1411
4140;778;2;"[[""latex"",""a+b=5+2b""],[""latex"",""a = "",{""inline"":1}],[""input"",{""answer"":[""5+b"",""b+5""],""style"":""inline""}]]";;0.45;18000;1384
4141;778;2;"[[""latex"",""3n=8-m""],[""latex"",""m = "",{""inline"":1}],[""input"",{""answer"":[""8-3n"",""-3n+8"",""8-3*n""],""style"":""inline""}]]";;0.51;21850;1382
4142;778;3;"[[""latex"",""2(x+y)=x-y""],[""latex"",""x = "",{""inline"":1}],[""input"",{""answer"":[""-3y"",""0-3y""],""style"":""inline""}]]";;0.58;37877;809
4143;778;3;"[[""latex"",""5-(x+y)=y""],[""latex"",""x = "",{""inline"":1}],[""input"",{""answer"":[""5-2y"",""-2y+5""],""style"":""inline""}]]";;0.68;41275;766
4144;778;2;"[[""latex"",""x-y=z""],[""latex"",""y = "",{""inline"":1}],[""input"",{""answer"":[""x-z"",""-z+x""],""style"":""inline""}]]";;0.63;19200;1343
4145;778;2;"[[""latex"",""a+b=2a+c""],[""latex"",""a = "",{""inline"":1}],[""input"",{""answer"":[""b-c"",""-c+b""],""style"":""inline""}]]";;0.65;26700;1351
4146;778;3;"[[""latex"",""a-b=c-a""],[""latex"",""b = "",{""inline"":1}],[""input"",{""answer"":[""2a-c"",""-c+2a""],""style"":""inline""}]]";;0.52;26150;764
4147;778;2;"[[""latex"",""\\frac{x}{y}=3""],[""latex"",""x = "",{""inline"":1}],[""input"",{""answer"":[""3y""],""style"":""inline""}]]";;0.48;12550;1342
4148;778;3;"[[""latex"",""\\frac{6x}{y}=3""],[""latex"",""y = "",{""inline"":1}],[""input"",{""answer"":[""2x""],""style"":""inline""}]]";;0.53;19225;761
4149;778;3;"[[""latex"",""a-(b+c)=0""],[""latex"",""b = "",{""inline"":1}],[""input"",{""answer"":[""a-c"",""-c+a""],""style"":""inline""}]]";;0.51;28812;784
4150;778;3;"[[""latex"",""c-(a+b)=2b""],[""latex"",""a = "",{""inline"":1}],[""input"",{""answer"":[""c-3b"",""-3b+c""],""style"":""inline""}]]";;0.6;37975;749
4151;778;2;"[[""latex"",""10-a=5-b""],[""latex"",""a = "",{""inline"":1}],[""input"",{""answer"":[""5+b"",""b+5""],""style"":""inline""}]]";;0.6;25307;1353
4152;746;3;"[[""instructions"",""#exercise_vpisovacka-template_zlomek_jako_desetinne#""],[""latex"",""\\frac{1}{4}""],[""input"",{""answer"":[""0,25""],""style"":""separate""}]]";;0.21;10600;540
4153;746;3;"[[""instructions"",""#exercise_vpisovacka-template_zlomek_jako_desetinne#""],[""latex"",""\\frac{2}{4}""],[""input"",{""answer"":[""0,5"",""0,50""],""style"":""separate""}]]";;0.24;9017;566
4154;746;3;"[[""instructions"",""#exercise_vpisovacka-template_zlomek_jako_desetinne#""],[""latex"",""\\frac{5}{4}""],[""input"",{""answer"":[""1,25""],""style"":""separate""}]]";;0.32;12550;535
4155;746;2;"[[""instructions"",""#exercise_vpisovacka-template_zlomek_jako_desetinne#""],[""latex"",""\\frac{1}{10}""],[""input"",{""answer"":[""0,1""],""style"":""separate""}]]";;0.15;6700;1684
4156;746;2;"[[""instructions"",""#exercise_vpisovacka-template_zlomek_jako_desetinne#""],[""latex"",""\\frac{3}{10}""],[""input"",{""answer"":[""0,3""],""style"":""separate""}]]";;0.15;6900;1664
4157;746;2;"[[""instructions"",""#exercise_vpisovacka-template_zlomek_jako_desetinne#""],[""latex"",""\\frac{9}{10}""],[""input"",{""answer"":[""0,9""],""style"":""separate""}]]";;0.15;7300;1653
4158;746;2;"[[""instructions"",""#exercise_vpisovacka-template_zlomek_jako_desetinne#""],[""latex"",""\\frac{11}{10}""],[""input"",{""answer"":[""1,1""],""style"":""separate""}]]";;0.25;7600;1657
4159;746;2;"[[""instructions"",""#exercise_vpisovacka-template_zlomek_jako_desetinne#""],[""latex"",""\\frac{1}{100}""],[""input"",{""answer"":[""0,01""],""style"":""separate""}]]";;0.19;7575;1632
4160;746;2;"[[""instructions"",""#exercise_vpisovacka-template_zlomek_jako_desetinne#""],[""latex"",""\\frac{5}{100}""],[""input"",{""answer"":[""0,05""],""style"":""separate""}]]";;0.18;8050;1669
4161;746;2;"[[""instructions"",""#exercise_vpisovacka-template_zlomek_jako_desetinne#""],[""latex"",""\\frac{7}{100}""],[""input"",{""answer"":[""0,07""],""style"":""separate""}]]";;0.18;8036;1682
4162;746;2;"[[""instructions"",""#exercise_vpisovacka-template_zlomek_jako_desetinne#""],[""latex"",""\\frac{23}{100}""],[""input"",{""answer"":[""0,23""],""style"":""separate""}]]";;0.19;8350;1645
4163;746;2;"[[""instructions"",""#exercise_vpisovacka-template_zlomek_jako_desetinne#""],[""latex"",""\\frac{80}{100}""],[""input"",{""answer"":[""0,8"",""0,80""],""style"":""separate""}]]";;0.27;9800;1679
4164;746;3;"[[""instructions"",""#exercise_vpisovacka-template_zlomek_jako_desetinne#""],[""latex"",""\\frac{7}{8}""],[""input"",{""answer"":[""0,875""],""style"":""separate""}]]";;0.49;30025;541
4165;746;3;"[[""instructions"",""#exercise_vpisovacka-template_zlomek_jako_desetinne#""],[""latex"",""\\frac{11}{5}""],[""input"",{""answer"":[""2,2""],""style"":""separate""}]]";;0.32;13435;532
4166;746;3;"[[""instructions"",""#exercise_vpisovacka-template_zlomek_jako_desetinne#""],[""latex"",""\\frac{4}{8}""],[""input"",{""answer"":[""0,5"",""0,50""],""style"":""separate""}]]";;0.27;11038;556
4167;746;3;"[[""instructions"",""#exercise_vpisovacka-template_zlomek_jako_desetinne#""],[""latex"",""\\frac{2}{8}""],[""input"",{""answer"":[""0,25""],""style"":""separate""}]]";;0.33;15305;534
4168;746;3;"[[""instructions"",""#exercise_vpisovacka-template_zlomek_jako_desetinne#""],[""latex"",""\\frac{1}{50}""],[""input"",{""answer"":[""0,02""],""style"":""separate""}]]";;0.4;12900;526
4169;746;3;"[[""instructions"",""#exercise_vpisovacka-template_zlomek_jako_desetinne#""],[""latex"",""\\frac{3}{20}""],[""input"",{""answer"":[""0,15""],""style"":""separate""}]]";;0.37;16350;511
4170;746;2;"[[""instructions"",""#exercise_vpisovacka-template_desetinne_jako_zlomek#""],[""latex"",""0{,}1""],[""input"",{""answer"":[""1/10"",""10/100""],""style"":""separate""}]]";;0.21;8900;1625
4171;746;2;"[[""instructions"",""#exercise_vpisovacka-template_desetinne_jako_zlomek#""],[""latex"",""0{,}5""],[""input"",{""answer"":[""1/2"",""5/10""],""style"":""separate""}]]";;0.21;8600;1628
4172;746;2;"[[""instructions"",""#exercise_vpisovacka-template_desetinne_jako_zlomek#""],[""latex"",""0{,}25""],[""input"",{""answer"":[""1/4"",""25/100""],""style"":""separate""}]]";;0.31;10850;1649
4173;746;2;"[[""instructions"",""#exercise_vpisovacka-template_desetinne_jako_zlomek#""],[""latex"",""0{,}3""],[""input"",{""answer"":[""3/10"",""30/100""],""style"":""separate""}]]";;0.25;8937;1639
4174;746;2;"[[""instructions"",""#exercise_vpisovacka-template_desetinne_jako_zlomek#""],[""latex"",""0{,}9""],[""input"",{""answer"":[""9/10"",""90/100""],""style"":""separate""}]]";;0.21;9350;1633
4175;746;2;"[[""instructions"",""#exercise_vpisovacka-template_desetinne_jako_zlomek#""],[""latex"",""1{,}1""],[""input"",{""answer"":[""11/10""],""style"":""separate""}]]";;0.36;9750;1616
4176;746;2;"[[""instructions"",""#exercise_vpisovacka-template_desetinne_jako_zlomek#""],[""latex"",""1{,}5""],[""input"",{""answer"":[""3/2"",""15/10""],""style"":""separate""}]]";;0.36;11125;1653
4177;746;3;"[[""instructions"",""#exercise_vpisovacka-template_desetinne_jako_zlomek#""],[""latex"",""2{,}2""],[""input"",{""answer"":[""11/5"",""22/10""],""style"":""separate""}]]";;0.4;15000;521
4178;746;3;"[[""instructions"",""#exercise_vpisovacka-template_desetinne_jako_zlomek#""],[""latex"",""1{,}25""],[""input"",{""answer"":[""5/4"",""125/100""],""style"":""separate""}]]";;0.33;13550;555
4179;746;2;"[[""instructions"",""#exercise_vpisovacka-template_desetinne_jako_zlomek#""],[""latex"",""0{,}6""],[""input"",{""answer"":[""3/5"",""6/10""],""style"":""separate""}]]";;0.22;9800;1650
4180;746;2;"[[""instructions"",""#exercise_vpisovacka-template_desetinne_jako_zlomek#""],[""latex"",""1{,}4""],[""input"",{""answer"":[""7/5"",""14/10""],""style"":""separate""}]]";;0.36;12200;1645
4181;746;3;"[[""instructions"",""#exercise_vpisovacka-template_desetinne_jako_zlomek#""],[""latex"",""2{,}5""],[""input"",{""answer"":[""5/2"",""25/10""],""style"":""separate""}]]";;0.36;14675;555
4182;746;3;"[[""instructions"",""#exercise_vpisovacka-template_desetinne_jako_zlomek#""],[""latex"",""0{,}45""],[""input"",{""answer"":[""9/20"",""45/100""],""style"":""separate""}]]";;0.41;16150;521
4183;746;3;"[[""instructions"",""#exercise_vpisovacka-template_desetinne_jako_zlomek#""],[""latex"",""0{,}125""],[""input"",{""answer"":[""1/8"",""125/1000""],""style"":""separate""}]]";;0.4;14550;549
4184;746;2;"[[""instructions"",""#exercise_vpisovacka-template_desetinne_jako_zlomek#""],[""latex"",""0{,}8""],[""input"",{""answer"":[""4/5"",""8/10""],""style"":""separate""}]]";;0.22;9350;1666
4185;746;3;"[[""instructions"",""#exercise_vpisovacka-template_desetinne_jako_zlomek#""],[""latex"",""0{,}3333\\ldots""],[""input"",{""answer"":[""1/3"",""2/6""],""style"":""separate""}]]";;0.65;9500;492
4186;746;3;"[[""instructions"",""#exercise_vpisovacka-template_desetinne_jako_zlomek#""],[""latex"",""0{,}6666\\ldots""],[""input"",{""answer"":[""2/3"",""4/6""],""style"":""separate""}]]";;0.74;12575;526
4187;746;3;"[[""instructions"",""#exercise_vpisovacka-template_desetinne_jako_zlomek#""],[""latex"",""1{,}3333\\ldots""],[""input"",{""answer"":[""4/3"",""2/6""],""style"":""separate""}]]";;0.77;17400;521
4188;746;3;"[[""instructions"",""#exercise_vpisovacka-template_desetinne_jako_zlomek#""],[""latex"",""0{,}1111\\ldots""],[""input"",{""answer"":[""1/9""],""style"":""separate""}]]";;0.82;12700;526
4189;746;3;"[[""instructions"",""#exercise_vpisovacka-template_desetinne_jako_zlomek#""],[""latex"",""0{,}2222\\ldots""],[""input"",{""answer"":[""2/9""],""style"":""separate""}]]";;0.88;11600;493
4190;746;3;"[[""instructions"",""#exercise_vpisovacka-template_desetinne_jako_zlomek#""],[""latex"",""0{,}0909\\ldots""],[""input"",{""answer"":[""1/11""],""style"":""separate""}]]";;0.93;46550;512
4191;732;2;"[[""text"",""#exercise_vpisovacka-template_zlomek_se_jmenovatelem# 2.""],[""img"",1714],[""input"",{""answer"":[""1\/2""],""style"":""separate""}]]";;0.41;8900;912
4192;732;2;"[[""text"",""#exercise_vpisovacka-template_zlomek_se_jmenovatelem# 3.""],[""img"",1571],[""input"",{""answer"":[""1\/3""],""style"":""separate""}]]";;0.47;11975;677
4193;732;2;"[[""text"",""#exercise_vpisovacka-template_zlomek_se_jmenovatelem# 4.""],[""img"",400],[""input"",{""answer"":[""1\/4""],""style"":""separate""}]]";;0.49;11400;684
4194;732;2;"[[""text"",""#exercise_vpisovacka-template_zlomek_se_jmenovatelem# 5.""],[""img"",108],[""input"",{""answer"":[""1\/5""],""style"":""separate""}]]";;0.47;10500;709
4195;732;2;"[[""text"",""#exercise_vpisovacka-template_zlomek_se_jmenovatelem# 6.""],[""img"",2094],[""input"",{""answer"":[""1\/6""],""style"":""separate""}]]";;0.53;10700;685
4196;732;2;"[[""text"",""#exercise_vpisovacka-template_zlomek_se_jmenovatelem# 8.""],[""img"",1150],[""input"",{""answer"":[""1\/8""],""style"":""separate""}]]";;0.4;10800;686
4197;732;2;"[[""text"",""#exercise_vpisovacka-template_zlomek_se_jmenovatelem# 3.""],[""img"",1748],[""input"",{""answer"":[""2\/3""],""style"":""separate""}]]";;0.49;11800;652
4198;732;2;"[[""text"",""#exercise_vpisovacka-template_zlomek_se_jmenovatelem# 4.""],[""img"",2396],[""input"",{""answer"":[""2\/4""],""style"":""separate""}]]";;0.49;9800;701
4199;732;2;"[[""text"",""#exercise_vpisovacka-template_zlomek_se_jmenovatelem# 5.""],[""img"",2031],[""input"",{""answer"":[""2\/5""],""style"":""separate""}]]";;0.53;13950;732
4200;732;2;"[[""text"",""#exercise_vpisovacka-template_zlomek_se_jmenovatelem# 6.""],[""img"",1313],[""input"",{""answer"":[""2\/6""],""style"":""separate""}]]";;0.58;12949;705
4201;732;2;"[[""text"",""#exercise_vpisovacka-template_zlomek_se_jmenovatelem# 7.""],[""img"",249],[""input"",{""answer"":[""2\/7""],""style"":""separate""}]]";;0.68;15750;675
4202;732;2;"[[""text"",""#exercise_vpisovacka-template_zlomek_se_jmenovatelem# 4.""],[""img"",309],[""input"",{""answer"":[""3\/4""],""style"":""separate""}]]";;0.48;15650;719
4203;732;2;"[[""text"",""#exercise_vpisovacka-template_zlomek_se_jmenovatelem# 5.""],[""img"",172],[""input"",{""answer"":[""3\/5""],""style"":""separate""}]]";;0.52;14429;684
4204;732;2;"[[""text"",""#exercise_vpisovacka-template_zlomek_se_jmenovatelem# 6.""],[""img"",2156],[""input"",{""answer"":[""3\/6""],""style"":""separate""}]]";;0.5;10625;701
4205;732;2;"[[""text"",""#exercise_vpisovacka-template_zlomek_se_jmenovatelem# 8.""],[""img"",3313],[""input"",{""answer"":[""3\/8""],""style"":""separate""}]]";;0.65;17486;704
4206;732;2;"[[""text"",""#exercise_vpisovacka-template_zlomek_se_jmenovatelem# 5.""],[""img"",3139],[""input"",{""answer"":[""4\/5""],""style"":""separate""}]]";;0.45;12000;704
4207;732;2;"[[""text"",""#exercise_vpisovacka-template_zlomek_se_jmenovatelem# 6.""],[""img"",1666],[""input"",{""answer"":[""4\/6""],""style"":""separate""}]]";;0.61;17900;688
4208;732;2;"[[""text"",""#exercise_vpisovacka-template_zlomek_se_jmenovatelem# 5.""],[""img"",2415],[""input"",{""answer"":[""5\/5""],""style"":""separate""}]]";;0.43;6693;691
4209;732;2;"[[""text"",""#exercise_vpisovacka-template_zlomek_se_jmenovatelem# 7.""],[""img"",513],[""input"",{""answer"":[""5\/7""],""style"":""separate""}]]";;0.71;20000;703
4210;732;2;"[[""text"",""#exercise_vpisovacka-template_zlomek_se_jmenovatelem# 8.""],[""img"",1176],[""input"",{""answer"":[""7\/8""],""style"":""separate""}]]";;0.5;10969;668
4211;732;2;"[[""text"",""#exercise_vpisovacka-template_zlomek_se_jmenovatelem# 8.""],[""img"",1297],[""input"",{""answer"":[""12\/8""],""style"":""separate""}]]";;0.65;18938;675
4212;732;2;"[[""text"",""#exercise_vpisovacka-template_zlomek_se_jmenovatelem# 3.""],[""img"",2098],[""input"",{""answer"":[""1\/3""],""style"":""separate""}]]";;0.47;12100;678
4213;732;2;"[[""text"",""#exercise_vpisovacka-template_zlomek_se_jmenovatelem# 5.""],[""img"",3340],[""input"",{""answer"":[""2\/5""],""style"":""separate""}]]";;0.57;13600;677
4214;732;2;"[[""text"",""#exercise_vpisovacka-template_zlomek_se_jmenovatelem# 3.""],[""img"",91],[""input"",{""answer"":[""3\/3""],""style"":""separate""}]]";;0.53;8950;671
4215;732;2;"[[""text"",""#exercise_vpisovacka-template_zlomek_se_jmenovatelem# 3.""],[""img"",2784],[""input"",{""answer"":[""4\/3""],""style"":""separate""}]]";;0.61;12271;721
4216;732;2;"[[""text"",""#exercise_vpisovacka-template_zlomek_se_jmenovatelem# 3.""],[""img"",2050],[""input"",{""answer"":[""5\/3""],""style"":""separate""}]]";;0.64;17100;698
4217;732;2;"[[""text"",""#exercise_vpisovacka-template_zlomek_se_jmenovatelem# 5.""],[""img"",1503],[""input"",{""answer"":[""6\/5""],""style"":""separate""}]]";;0.56;11300;660
4218;732;2;"[[""text"",""#exercise_vpisovacka-template_zlomek_se_jmenovatelem# 4.""],[""img"",206],[""input"",{""answer"":[""7\/4""],""style"":""separate""}]]";;0.61;19600;731
4219;732;2;"[[""text"",""#exercise_vpisovacka-template_zlomek_se_jmenovatelem# 5.""],[""img"",3449],[""input"",{""answer"":[""8\/5""],""style"":""separate""}]]";;0.62;20231;693
4220;732;2;"[[""text"",""#exercise_vpisovacka-template_zlomek_se_jmenovatelem# 5.""],[""img"",24],[""input"",{""answer"":[""12\/5""],""style"":""separate""}]]";;0.66;21150;702
4221;732;2;"[[""text"",""#exercise_vpisovacka-template_zlomek_se_jmenovatelem# 6.""],[""img"",971],[""input"",{""answer"":[""14\/6""],""style"":""separate""}]]";;0.74;21741;678
4222;732;2;"[[""text"",""#exercise_vpisovacka-template_zlomek_se_jmenovatelem# 2.""],[""img"",1253],[""input"",{""answer"":[""5\/2""],""style"":""separate""}]]";;0.56;16606;656
4223;732;2;"[[""text"",""#exercise_vpisovacka-template_zlomek_se_jmenovatelem# 4.""],[""img"",2746],[""input"",{""answer"":[""6\/4""],""style"":""separate""}]]";;0.63;14100;724
4224;732;2;"[[""text"",""#exercise_vpisovacka-template_zlomek_se_jmenovatelem# 6.""],[""img"",1160],[""input"",{""answer"":[""8\/6""],""style"":""separate""}]]";;0.73;21600;701
4225;732;2;"[[""text"",""#exercise_vpisovacka-template_zlomek_se_jmenovatelem# 4.""],[""img"",2160],[""input"",{""answer"":[""9\/4""],""style"":""separate""}]]";;0.65;17800;709
4226;732;2;"[[""text"",""#exercise_vpisovacka-template_zlomek_se_jmenovatelem# 5.""],[""img"",2354],[""input"",{""answer"":[""16\/5""],""style"":""separate""}]]";;0.79;18700;672
4227;732;2;"[[""text"",""#exercise_vpisovacka-template_zlomek_se_jmenovatelem# 3.""],[""img"",664],[""input"",{""answer"":[""10\/3""],""style"":""separate""}]]";;0.8;24178;727
4228;732;2;"[[""text"",""#exercise_vpisovacka-template_zlomek_se_jmenovatelem# 5.""],[""img"",2707],[""input"",{""answer"":[""12\/5""],""style"":""separate""}]]";;0.76;24411;703
4232;693;1;"[[""img"",3705],[""input"",{""answer"":[""0""],""style"":""separate""}]]";;0.09;3300;2353
4233;693;1;"[[""img"",3686],[""input"",{""answer"":[""10""],""style"":""separate""}]]";;0.06;3753;2088
4234;693;1;"[[""img"",3737],[""input"",{""answer"":[""1""],""style"":""separate""}]]";;0.07;3083;2043
4235;693;1;"[[""img"",3664],[""input"",{""answer"":[""2""],""style"":""separate""}]]";;0.11;4200;2111
4236;693;1;"[[""img"",3715],[""input"",{""answer"":[""3""],""style"":""separate""}]]";;0.11;5350;2091
4237;693;1;"[[""img"",3688],[""input"",{""answer"":[""4""],""style"":""separate""}]]";;0.07;3800;2071
4238;693;1;"[[""img"",3676],[""input"",{""answer"":[""5""],""style"":""separate""}]]";;0.05;3200;2090
4239;693;1;"[[""img"",3711],[""input"",{""answer"":[""6""],""style"":""separate""}]]";;0.06;3645;2117
4240;693;1;"[[""img"",3732],[""input"",{""answer"":[""7""],""style"":""separate""}]]";;0.1;4900;2089
4241;693;1;"[[""img"",3667],[""input"",{""answer"":[""8""],""style"":""separate""}]]";;0.12;5900;2097
4242;693;1;"[[""img"",3720],[""input"",{""answer"":[""9""],""style"":""separate""}]]";;0.07;4250;2171
4243;693;1;"[[""img"",3710],[""input"",{""answer"":[""0""],""style"":""separate""}]]";;0.07;3200;2045
4244;693;1;"[[""img"",3661],[""input"",{""answer"":[""10""],""style"":""separate""}]]";;0.06;3617;2104
4245;693;1;"[[""img"",3726],[""input"",{""answer"":[""11""],""style"":""separate""}]]";;0.06;3450;2105
4246;693;1;"[[""img"",3735],[""input"",{""answer"":[""12""],""style"":""separate""}]]";;0.09;4250;2102
4247;693;1;"[[""img"",3660],[""input"",{""answer"":[""13""],""style"":""separate""}]]";;0.12;5550;2099
4248;693;1;"[[""img"",3699],[""input"",{""answer"":[""14""],""style"":""separate""}]]";;0.15;6477;2071
4249;693;1;"[[""img"",3740],[""input"",{""answer"":[""15""],""style"":""separate""}]]";;0.16;7500;2088
4250;693;1;"[[""img"",3694],[""input"",{""answer"":[""16""],""style"":""separate""}]]";;0.25;8600;2068
4251;693;1;"[[""img"",3678],[""input"",{""answer"":[""17""],""style"":""separate""}]]";;0.21;7000;2130
4252;693;1;"[[""img"",3709],[""input"",{""answer"":[""18""],""style"":""separate""}]]";;0.13;4957;2094
4253;693;1;"[[""img"",3668],[""input"",{""answer"":[""19""],""style"":""separate""}]]";;0.07;4250;2109
4254;693;1;"[[""img"",3695],[""input"",{""answer"":[""1""],""style"":""separate""}]]";;0.06;3050;2136
4255;693;1;"[[""img"",3690],[""input"",{""answer"":[""20""],""style"":""separate""}]]";;0.06;3950;2053
4256;693;1;"[[""img"",3689],[""input"",{""answer"":[""2""],""style"":""separate""}]]";;0.09;3650;2089
4257;693;1;"[[""img"",3723],[""input"",{""answer"":[""3""],""style"":""separate""}]]";;0.1;4500;2071
4258;693;1;"[[""img"",3717],[""input"",{""answer"":[""4""],""style"":""separate""}]]";;0.14;5700;2111
4259;693;1;"[[""img"",3704],[""input"",{""answer"":[""5""],""style"":""separate""}]]";;0.14;6542;2066
4260;693;1;"[[""img"",3708],[""input"",{""answer"":[""6""],""style"":""separate""}]]";;0.23;8100;2057
4261;693;1;"[[""img"",3722],[""input"",{""answer"":[""7""],""style"":""separate""}]]";;0.23;6819;2017
4262;693;1;"[[""img"",3677],[""input"",{""answer"":[""8""],""style"":""separate""}]]";;0.11;4851;2137
4263;693;1;"[[""img"",3687],[""input"",{""answer"":[""9""],""style"":""separate""}]]";;0.07;3900;2122
4264;693;1;"[[""img"",3724],[""input"",{""answer"":[""10""],""style"":""separate""}]]";;0.07;3700;2077
4265;693;1;"[[""img"",3672],[""input"",{""answer"":[""11""],""style"":""separate""}]]";;0.1;3819;2124
4266;693;1;"[[""img"",3662],[""input"",{""answer"":[""12""],""style"":""separate""}]]";;0.14;5100;2069
4267;693;1;"[[""img"",3707],[""input"",{""answer"":[""13""],""style"":""separate""}]]";;0.15;6650;2089
4268;693;1;"[[""img"",3671],[""input"",{""answer"":[""14""],""style"":""separate""}]]";;0.08;4977;2093
4269;693;1;"[[""img"",3741],[""input"",{""answer"":[""15""],""style"":""separate""}]]";;0.06;3800;2085
4270;693;1;"[[""img"",3679],[""input"",{""answer"":[""16""],""style"":""separate""}]]";;0.07;4700;2083
4271;693;1;"[[""img"",3736],[""input"",{""answer"":[""17""],""style"":""separate""}]]";;0.12;6100;2173
4272;693;1;"[[""img"",3681],[""input"",{""answer"":[""18""],""style"":""separate""}]]";;0.14;6913;2086
